student,exercise
633,"[6, 9, 10, 12, 18, 19, 20]"
634,"[7, 9, 10, 12, 15, 19, 20]"
635,"[6, 10, 14, 15, 19, 20]"
636,"[6, 7, 9, 10, 15, 18, 19, 20]"
637,"[4, 10, 14, 15, 18]"
638,"[10, 19, 15]"
639,"[4, 8, 10, 15, 17]"
640,"[6, 7, 10, 11, 15, 18, 19, 20]"
641,"[4, 8, 11, 14, 15]"
642,"[6, 7, 10, 15, 16, 18, 19, 20]"
643,"[9, 10, 18, 19, 20]"
644,"[6, 7, 10, 12, 15, 16, 19, 20]"
645,"[1, 6, 7, 10, 15, 16, 19]"
646,"[6, 7, 12, 15, 16, 19, 20]"
647,"[5, 6, 7, 12, 15, 16, 19]"
648,"[4, 10, 14, 17, 19]"
649,"[1, 9, 10, 15, 16, 18, 19, 20]"
650,"[17, 20, 15]"
651,"[8, 4, 15]"
652,"[5, 6, 7, 10, 12, 15, 19, 20]"
653,[9]
654,"[7, 10, 12, 14, 15, 19, 20]"
655,"[4, 8, 14, 15, 17, 19, 20]"
656,"[2, 9, 10, 15, 18, 19, 20]"
657,"[6, 7, 9, 10, 15, 18, 19, 20]"
658,"[19, 6]"
659,"[6, 9, 15, 18, 20]"
660,"[2, 6, 10, 15, 18, 19]"
661,"[1, 8, 10, 14, 17, 19]"
662,"[17, 19]"
663,"[9, 10, 11, 12, 15, 18, 19]"
664,"[4, 6, 10, 14, 15, 17, 19]"
665,[19]
666,"[1, 6, 11, 15, 16, 19, 20]"
667,"[1, 4, 7, 10, 14, 15, 17, 19]"
668,"[1, 6, 10, 15, 16, 18, 19, 20]"
669,"[12, 6, 7]"
670,"[4, 8, 10, 14, 15, 17, 19, 20]"
671,"[6, 7, 9, 10, 15, 18, 19, 20]"
672,"[16, 1, 20]"
673,"[8, 11, 14]"
674,"[6, 7, 10, 14, 15, 19]"
675,[19]
676,"[4, 8, 9, 10, 15, 18, 19, 20]"
677,"[6, 7, 9, 12, 15, 19]"
678,"[2, 6, 9, 15, 18, 19, 20]"
679,"[1, 6, 10, 15, 16, 18, 19, 20]"
680,"[19, 12, 7]"
681,"[5, 9, 10, 12, 15, 20]"
682,"[19, 4, 15]"
683,"[6, 9, 10, 12, 15, 16, 19, 20]"
684,"[1, 7, 10, 11, 12, 16]"
685,"[9, 10, 15, 16, 18, 19, 20]"
686,"[9, 6]"
687,"[6, 9, 10, 11, 12, 15, 19, 20]"
688,"[1, 6, 7, 10, 16, 17, 19]"
689,"[1, 7, 10, 11, 12, 15, 19, 20]"
690,"[18, 20, 6, 15]"
691,"[1, 9, 10, 12, 15, 16, 19, 20]"
692,"[6, 10, 11, 15, 18, 19, 20]"
693,"[8, 10, 14, 15, 17, 20]"
694,"[6, 9, 10, 12, 15, 16, 19, 20]"
695,"[2, 6, 7, 12, 15]"
696,"[4, 8, 10, 14, 15, 17, 19, 20]"
697,"[1, 6, 10, 15, 16, 18, 19, 20]"
698,"[9, 10, 15, 16, 18]"
699,"[9, 10, 12, 15, 20]"
700,"[6, 9, 10, 11, 15, 18, 20]"
701,"[6, 10, 15, 16, 18, 19]"
702,"[8, 10, 15, 18, 19, 20]"
703,"[1, 10, 15, 18, 19]"
704,"[19, 11, 20, 15]"
705,"[2, 7, 9, 10, 12, 15, 19, 20]"
706,"[10, 19, 15, 7]"
707,"[6, 9, 15, 18, 19, 20]"
708,"[1, 6, 9, 10, 15, 16, 20]"
709,"[6, 9, 10, 15, 18, 19, 20]"
710,"[5, 6, 7, 10, 12, 15, 16, 19]"
711,"[19, 12, 5, 15]"
712,"[9, 10, 6]"
713,"[5, 6, 7, 10, 12, 15, 19, 20]"
714,"[1, 4, 6, 10, 15, 16, 19, 20]"
715,"[9, 10, 15, 16, 20]"
716,"[1, 8, 14, 15, 17, 19, 20]"
717,[10]
718,"[2, 9, 10, 11, 15, 18, 19, 20]"
719,"[5, 6, 10, 12, 19, 20]"
720,"[6, 7, 10, 11, 15, 16]"
721,"[1, 6, 7, 10, 12, 15, 16, 19]"
722,"[7, 10, 18, 19, 20]"
723,"[6, 10, 11, 15, 18, 19, 20]"
724,"[10, 2, 20, 7]"
725,"[1, 6, 15, 16, 18, 19, 20]"
726,"[5, 6, 9, 10, 12, 15, 19, 20]"
727,"[6, 10, 12, 15, 16, 20]"
728,"[19, 7]"
729,"[4, 8, 10, 14, 15, 17, 19, 20]"
730,"[16, 19]"
731,"[7, 9, 10, 12, 15, 19, 20]"
732,"[6, 12, 16, 19, 20]"
733,"[6, 7, 10, 12, 16, 19, 20]"
734,"[6, 7, 9, 10, 12, 15, 19]"
735,"[17, 10, 20, 14]"
736,"[9, 10, 20, 6]"
737,"[1, 10, 11, 12, 19, 20]"
738,"[10, 14, 15, 18, 19, 20]"
739,"[7, 9, 10, 12, 15, 18, 19, 20]"
740,"[10, 4, 20]"
741,"[1, 9, 10, 15, 16, 19, 20]"
742,"[2, 9, 15, 18, 20]"
743,"[17, 15]"
744,"[1, 6, 10, 16, 18, 19, 20]"
745,"[10, 18, 20, 6]"
746,"[2, 6, 9, 10, 15, 18, 19, 20]"
747,"[8, 19, 20, 15]"
748,"[19, 20]"
749,"[6, 7, 9, 10, 15, 18, 19, 20]"
750,"[5, 6, 9, 12, 15, 19, 20]"
751,"[6, 9, 10, 15, 18, 19]"
752,"[9, 10, 12, 15, 16, 18, 19, 20]"
753,"[9, 10, 15, 16, 19, 20]"
754,"[2, 6, 9, 12, 15, 19, 20]"
755,"[9, 10, 11, 15, 18, 19, 20]"
756,"[4, 8, 10, 14, 15, 17, 19, 20]"
757,"[6, 9, 10, 12, 15, 16, 19, 20]"
758,"[6, 7, 10, 12, 15, 19, 20]"
759,"[6, 8, 10, 14, 15, 17, 19, 20]"
760,"[17, 10, 20]"
761,"[6, 9, 10, 13, 15, 19, 20]"
762,"[6, 9, 11, 18, 19, 20]"
763,"[6, 9, 10, 12, 15, 16, 19, 20]"
764,"[1, 10, 15, 16, 19, 20]"
765,"[6, 7, 10, 15, 16, 19, 20]"
766,"[9, 10, 16, 18, 20]"
767,[10]
768,"[1, 9, 10, 15, 16, 18, 19, 20]"
769,"[1, 6, 10, 12, 15, 16, 19, 20]"
770,"[4, 8, 10, 14, 15, 19]"
771,"[2, 6, 9, 10, 15, 18, 19, 20]"
772,"[1, 10, 15, 16, 20]"
773,"[11, 10, 18, 15]"
774,"[7, 9, 10, 12, 15, 18, 19, 20]"
775,"[16, 1]"
776,"[10, 14, 15, 16, 17, 19, 20]"
777,"[6, 9, 10, 12, 15, 16, 19, 20]"
778,[20]
779,"[9, 11, 20]"
780,"[6, 9, 10, 15, 18, 19, 20]"
781,"[4, 8, 10, 11, 14, 15, 17, 19]"
782,"[6, 7, 10, 12, 15, 19, 20]"
783,"[8, 18, 20]"
784,"[4, 6, 8, 10, 14, 15, 19]"
785,"[4, 8, 14, 15, 17, 19]"
786,"[1, 6, 10, 12, 16, 19, 20]"
787,"[9, 10, 15, 18, 19, 20]"
788,"[9, 10, 20, 6]"
789,"[10, 14, 18, 19, 20]"
790,"[6, 10, 11, 15, 18, 20]"
791,"[1, 6, 10, 12, 16, 19]"
792,"[4, 10, 14, 15, 16, 17, 19]"
793,"[16, 1]"
794,"[6, 9, 11, 16, 20]"
795,"[4, 6, 7, 10, 14, 15, 19]"
796,"[7, 9, 15, 19, 20]"
797,"[1, 8, 10, 14, 17, 19, 20]"
798,"[6, 7, 10, 15, 16, 19, 20]"
799,"[9, 2, 20, 6]"
800,"[6, 8, 10, 14, 15, 17, 19, 20]"
801,"[2, 6, 9, 10, 15, 18, 19, 20]"
802,"[6, 9, 10, 11, 15, 18, 19, 20]"
803,"[1, 6, 9, 10, 15, 16, 19, 20]"
804,"[9, 10, 12, 16, 19, 20]"
805,"[6, 7, 10, 15, 16, 18, 20]"
806,"[6, 15, 16, 18, 19, 20]"
807,"[16, 19, 20]"
808,"[20, 6, 15]"
809,"[18, 10, 20, 7]"
810,"[6, 10, 15, 16, 18, 19, 20]"
811,"[1, 10, 11, 13, 15, 18, 20]"
812,"[1, 10, 12, 15, 20]"
813,"[9, 18, 20, 15]"
814,"[8, 10, 14, 15, 17, 19, 20]"
815,"[6, 9, 11, 19, 20]"
816,"[6, 7, 9, 15, 19, 20]"
817,"[2, 6, 9, 15, 16, 19, 20]"
818,"[6, 9, 10, 15, 16, 18, 19, 20]"
819,"[6, 8, 10, 14, 15, 17, 19, 20]"
820,"[1, 6, 9, 10, 15, 16, 19, 20]"
821,"[9, 10, 15, 19, 20]"
822,"[1, 6, 10, 15, 16, 18, 19, 20]"
823,"[7, 15, 16, 18, 19]"
824,[16]
825,"[9, 14, 17, 18, 20]"
826,"[18, 19]"
827,"[10, 14, 15, 17, 19]"
828,"[6, 10, 14, 15, 17, 19, 20]"
829,"[6, 9, 10, 15, 16, 18, 19, 20]"
830,"[9, 10, 20]"
831,"[1, 6, 10, 15, 16, 19, 20]"
832,"[4, 8, 10, 14, 15, 17, 20]"
833,"[17, 4, 14, 15]"
834,"[10, 20, 15]"
835,"[5, 7, 10, 15, 19]"
836,"[19, 14]"
837,"[6, 7, 12, 15, 16, 20]"
838,"[5, 6, 10, 12, 15, 16, 19]"
839,"[6, 7, 9, 15, 18, 19, 20]"
840,"[1, 6, 10, 15, 16, 18, 19, 20]"
841,"[6, 15, 16, 19, 20]"
842,"[1, 6, 9, 10, 15, 16, 19, 20]"
843,"[2, 9, 10, 15, 19, 20]"
844,"[6, 7, 9, 10, 12, 15, 20]"
845,"[6, 7, 10, 14, 15, 18, 19, 20]"
846,"[2, 6, 9, 10, 15, 18, 19, 20]"
847,"[3, 7, 9, 10, 13, 15, 19, 20]"
848,"[1, 6, 10, 12, 15, 16, 19, 20]"
849,"[4, 6, 8, 15, 17, 19]"
850,"[6, 10, 15, 16, 18, 19, 20]"
851,"[6, 7, 9, 18, 19, 20]"
852,[15]
853,"[1, 4, 7, 10, 15, 16, 19, 20]"
854,"[6, 9, 10, 15, 16, 18, 19, 20]"
855,"[4, 15, 17, 19, 20]"
856,"[5, 6, 7, 10, 12, 15, 19, 20]"
857,"[6, 7, 10, 12, 15, 19, 20]"
858,[19]
859,[10]
860,"[6, 7, 9, 15, 18, 19, 20]"
861,"[5, 6, 7, 10, 12, 15, 16, 19]"
862,"[10, 19, 14, 7]"
863,"[5, 6, 7, 10, 12, 15, 19, 20]"
864,"[4, 7, 8, 10, 11, 15, 17]"
865,[1]
866,"[2, 6, 9, 10, 12, 15, 19, 20]"
867,"[18, 19, 6, 15]"
868,"[19, 18, 10, 7]"
869,"[6, 7, 12, 19, 20]"
870,"[10, 6]"
871,"[15, 16, 17, 18, 20]"
872,"[1, 6, 10, 12, 15, 16, 19, 20]"
873,"[10, 12, 7]"
874,"[16, 1, 7]"
875,"[2, 7, 9, 10, 15, 19]"
876,"[5, 6, 7, 10, 12, 15, 19]"
877,"[4, 8, 10, 14, 15, 17, 19]"
878,"[10, 4]"
879,"[1, 6, 7, 10, 15, 17, 19]"
880,"[2, 6, 9, 10, 15, 18, 19, 20]"
881,"[9, 18, 11, 15]"
882,"[4, 6, 7, 8, 12]"
883,"[16, 10, 11, 15]"
884,"[6, 7, 10, 12, 15, 16, 19, 20]"
885,"[1, 6, 16, 18, 19, 20]"
886,"[6, 9, 15, 16, 18, 19, 20]"
887,"[9, 10, 15, 16, 19, 20]"
888,"[7, 10, 12, 15, 19, 20]"
889,"[9, 10, 15, 19, 20]"
890,"[19, 10, 18, 20]"
891,"[6, 7, 10, 15, 16, 19, 20]"
892,"[16, 10, 19, 15]"
893,"[1, 6, 7, 10, 15, 16, 19, 20]"
894,"[19, 10, 2, 20]"
895,"[1, 6, 15, 16, 18, 19, 20]"
896,"[6, 8, 10, 14, 15, 17, 19, 20]"
897,"[1, 6, 10, 15, 16, 18, 20]"
898,"[16, 10, 14, 15]"
899,"[1, 6, 10, 15, 16, 18, 19, 20]"
900,"[5, 6, 10, 12, 15, 16, 19]"
901,"[18, 10]"
902,"[7, 15]"
903,"[6, 7, 10, 11, 12, 15, 19, 20]"
904,"[16, 15]"
905,"[1, 6, 10, 12, 15, 16, 19, 20]"
906,"[6, 7, 10, 12, 15, 16, 19, 20]"
907,"[6, 9, 10, 15, 16, 18, 19, 20]"
908,"[6, 7, 10, 15, 16, 18, 19, 20]"
909,"[1, 10]"
910,"[19, 15]"
911,"[4, 8, 14, 17, 18, 20]"
912,"[8, 11, 14, 15, 17, 19]"
913,[16]
914,"[16, 19]"
915,"[16, 10, 19, 15]"
916,"[6, 7, 10, 12, 15, 16, 20]"
917,"[6, 10, 15, 16, 17, 19, 20]"
918,"[6, 9, 10, 15, 16, 18, 19, 20]"
919,"[6, 10, 12, 15, 18, 19, 20]"
920,"[19, 12, 7]"
921,"[16, 12, 20, 15]"
922,"[10, 20, 12, 15]"
923,"[6, 10, 16, 18, 19, 20]"
924,"[1, 4, 8, 10, 14, 16, 17, 20]"
925,"[7, 8, 10, 14, 17, 19]"
926,"[5, 6, 10, 12, 15, 16, 19, 20]"
927,"[6, 9, 10, 15, 16, 18, 19]"
928,"[1, 6, 10, 15, 16, 18, 19, 20]"
929,"[6, 10, 11, 14, 15, 16, 19, 20]"
930,"[9, 15]"
931,[15]
932,"[1, 6, 9, 10, 16, 19, 20]"
933,[14]
934,"[4, 8, 10, 17, 19, 20]"
935,"[17, 4]"
936,"[18, 20]"
937,"[2, 9, 10, 13, 15, 18, 19, 20]"
938,"[6, 7, 9, 15, 18, 19, 20]"
939,"[7, 9, 10, 12, 18, 19, 20]"
940,"[6, 9, 15, 18, 19, 20]"
941,[10]
942,"[17, 19, 4]"
943,[11]
944,"[16, 10, 20]"
945,"[1, 9, 10, 16, 18, 19, 20]"
946,"[4, 8, 17, 19, 20]"
947,"[6, 10, 11, 15, 16, 19, 20]"
948,"[16, 1, 6, 7]"
949,"[10, 14, 15, 17, 18, 19, 20]"
950,"[6, 9, 10, 15, 16, 18, 19, 20]"
951,"[7, 10, 12, 15, 16, 19, 20]"
952,"[9, 18, 7]"
953,"[8, 9, 10, 15, 18, 19, 20]"
954,"[5, 7, 10, 15, 19]"
955,"[1, 4, 10, 14, 15, 17, 20]"
956,"[2, 6, 10, 15, 19]"
957,"[9, 10]"
958,"[6, 9, 10, 16, 18, 19, 20]"
959,"[1, 7, 10, 16, 19]"
960,"[16, 10, 15]"
961,"[4, 8, 14, 17, 19, 20]"
962,"[1, 6, 10, 15, 16, 18, 19, 20]"
963,"[19, 12]"
964,"[2, 6, 9, 10, 12, 15, 19, 20]"
965,"[1, 6, 9, 10, 15, 16, 19, 20]"
966,"[7, 9, 15, 18, 20]"
967,"[16, 9]"
968,"[16, 1, 15]"
969,"[6, 10, 15, 16, 17, 20]"
970,"[4, 9, 10, 15, 16, 18, 19, 20]"
971,"[1, 6, 9, 10, 15, 16, 19, 20]"
972,"[1, 6, 10, 12, 15, 16, 19, 20]"
973,"[6, 7, 9, 19, 20]"
974,"[9, 10, 12, 15, 20]"
975,"[2, 6, 9, 10, 15, 18, 19]"
976,"[8, 10, 14, 15, 16, 17, 19, 20]"
977,"[10, 18, 20, 7]"
978,"[6, 9, 10, 15, 18, 19]"
979,"[1, 10, 12, 15, 19, 20]"
980,"[6, 7, 10, 11, 12, 15, 20]"
981,"[1, 6, 10, 12, 15, 16, 20]"
982,"[6, 10, 12, 15, 18, 19, 20]"
983,"[16, 1, 11, 20]"
984,"[18, 14, 15]"
985,"[9, 10, 12, 18, 19, 20]"
986,"[9, 11, 15, 18, 19, 20]"
987,"[1, 12, 15, 16, 19]"
988,"[6, 7, 10, 15, 18, 19, 20]"
989,"[7, 10, 12, 15, 16, 20]"
990,"[6, 9, 10, 15, 16, 18, 19, 20]"
991,"[9, 10, 12, 15, 16, 18, 19, 20]"
992,"[6, 9, 10, 15, 18, 19, 20]"
993,[15]
994,"[2, 6, 9, 10, 18, 19]"
995,"[16, 1, 19, 20]"
996,"[1, 7, 10, 15, 19]"
997,"[10, 20, 14]"
998,"[9, 18, 11, 6]"
999,"[6, 7, 10, 12, 15, 19, 20]"
1000,"[6, 9, 10, 11, 15, 18, 19, 20]"
1001,"[7, 15]"
1002,"[1, 4, 8, 10, 14, 15, 17, 19]"
1003,"[6, 9, 10, 12, 15, 16, 19, 20]"
1004,"[7, 14, 15, 17, 19, 20]"
1005,"[1, 6, 9, 10, 15, 16, 19, 20]"
1006,"[6, 9, 10, 15, 18, 19, 20]"
1007,"[1, 6, 16, 18, 19, 20]"
1008,"[6, 10, 14, 15, 16, 17, 19]"
1009,"[6, 9, 15, 18, 20]"
1010,"[16, 20, 6, 15]"
1011,"[1, 6, 10, 18, 20]"
1012,"[6, 7, 10, 12, 15, 16, 19, 20]"
1013,"[1, 6, 10, 15, 16, 18, 19, 20]"
1014,"[1, 9, 10, 15, 16, 18, 20]"
1015,"[1, 10, 16, 18, 19, 20]"
1016,"[1, 6, 10, 16, 19, 20]"
1017,"[6, 8, 10, 15, 17, 19, 20]"
1018,"[2, 6, 9, 10, 12, 15, 19, 20]"
1019,"[1, 4, 6, 10, 16, 19, 20]"
1020,"[16, 1, 20, 6]"
1021,"[1, 6, 10, 15, 16, 18, 19]"
1022,"[6, 7, 10, 11, 15, 19, 20]"
1023,"[2, 6, 9, 10, 15, 19]"
1024,"[9, 12]"
1025,"[1, 6, 10, 15, 16, 18, 19, 20]"
1026,"[4, 8, 11, 14, 15, 17, 19]"
1027,"[6, 7, 10, 15, 16, 18, 19, 20]"
1028,"[15, 16, 18, 19, 20]"
1029,"[10, 14, 15, 17, 19, 20]"
1030,[6]
1031,"[9, 10, 11, 15, 18, 19, 20]"
1032,"[5, 6, 7, 10, 12, 19, 20]"
1033,"[1, 7, 11, 15, 16, 19]"
1034,"[6, 9, 10, 15, 16, 18, 19, 20]"
1035,"[10, 11, 15, 16, 18, 19, 20]"
1036,"[6, 9, 10, 15, 16, 18, 19, 20]"
1037,"[6, 10, 15, 16, 18, 19, 20]"
1038,"[6, 7, 10, 12, 15, 16, 19, 20]"
1039,"[1, 6, 16, 19, 20]"
1040,"[6, 10, 14, 17, 18, 19, 20]"
1041,"[19, 15]"
1042,"[7, 10, 12, 15, 17, 19, 20]"
1043,"[4, 8, 14, 17, 19]"
1044,"[9, 10, 15, 19, 20]"
1045,"[6, 7, 9, 10, 12, 20]"
1046,"[1, 9, 10, 15, 16, 19, 20]"
1047,"[10, 9, 18, 2]"
1048,"[1, 6, 10, 15, 18]"
1049,"[6, 7, 10, 15, 16, 20]"
1050,"[9, 10, 11, 12, 15, 19]"
1051,"[16, 10, 7, 15]"
1052,"[2, 7, 9, 10, 15, 18, 19, 20]"
1053,"[11, 20, 7, 15]"
1054,"[1, 6, 12, 15, 16, 19, 20]"
1055,"[4, 8, 10, 14, 15, 17, 19, 20]"
1056,"[2, 6, 9, 10, 15, 19, 20]"
1057,"[1, 6, 9, 10, 15]"
1058,"[7, 10, 15, 18, 19]"
1059,"[16, 18]"
1060,[7]
1061,"[1, 6, 7, 10, 16, 19]"
1062,"[6, 8, 10, 14, 17, 20]"
1063,"[6, 11, 15, 16, 19]"
1064,"[4, 6, 8, 10, 14, 15, 17, 19]"
1065,"[2, 9, 10, 19, 20]"
1066,"[6, 7, 12, 15, 19, 20]"
1067,"[16, 1, 18]"
1068,"[5, 6, 10, 15, 16, 20]"
1069,"[16, 17, 10, 20]"
1070,"[8, 14, 7]"
1071,"[6, 10, 12, 16, 20]"
1072,"[6, 9, 10, 11, 15, 18, 19]"
1073,"[6, 7, 9, 10, 15, 18, 19, 20]"
1074,"[1, 9, 10, 13, 15, 18, 19, 20]"
1075,"[16, 1]"
1076,"[6, 14, 15, 16, 17, 20]"
1077,"[1, 4, 10, 15, 16, 18, 19, 20]"
1078,"[2, 6, 10, 15, 18, 19]"
1079,"[18, 19, 13]"
1080,"[1, 6, 7, 10, 15, 16, 19, 20]"
1081,"[10, 15, 16, 17, 19]"
1082,"[6, 9, 15, 16, 18, 19, 20]"
1083,"[2, 6, 9, 10, 19, 20]"
1084,"[7, 10, 12, 18, 19]"
1085,"[6, 7, 9, 10, 15, 16, 19, 20]"
1086,"[10, 16, 18, 19, 20]"
1087,"[1, 6, 10, 12, 15, 16, 19, 20]"
1088,"[6, 7, 9, 10, 15, 18, 19, 20]"
1089,"[4, 6, 8, 10, 15, 17, 19]"
1090,"[6, 7, 15, 16, 20]"
1091,"[5, 6, 10, 12, 15, 19, 20]"
1092,"[6, 7, 10, 12, 15, 16, 19]"
1093,"[6, 7, 10, 11, 12, 15, 19, 20]"
1094,"[6, 7, 10, 15, 19]"
1095,"[16, 9, 1]"
1096,"[1, 6, 10, 15, 16, 18, 19, 20]"
1097,"[9, 7, 5, 15]"
1098,"[6, 7, 10, 15, 16, 18, 19, 20]"
1099,"[10, 14, 15, 16, 17, 19, 20]"
1100,"[8, 17, 10]"
1101,"[6, 10, 15, 16, 19]"
1102,"[9, 10, 11, 13, 18, 19, 20]"
1103,"[17, 20, 6]"
1104,"[17, 4, 1]"
1105,"[19, 10, 18]"
1106,"[10, 20, 14, 7]"
1107,"[18, 7]"
1108,"[6, 14, 15, 16, 17, 19]"
1109,"[6, 10, 15, 16, 18]"
1110,"[4, 6, 8, 10, 14, 15, 17]"
1111,"[8, 10, 14, 15, 17]"
1112,"[6, 10, 14, 15, 17, 20]"
1113,"[5, 6, 7, 12, 15, 16]"
1114,"[2, 9, 10, 19, 20]"
1115,"[10, 14, 15, 17, 19, 20]"
1116,"[5, 6, 12, 15, 16]"
1117,"[6, 10, 15, 17, 19, 20]"
1118,"[4, 10, 14, 15, 16, 17, 19]"
1119,"[4, 8, 10, 14, 15, 17, 19, 20]"
1120,"[1, 7, 10, 15, 16, 19]"
1121,"[5, 6, 7, 10, 12, 19, 20]"
1122,"[18, 19]"
1123,"[6, 7, 10, 19, 20]"
1124,"[6, 7, 9, 15, 19, 20]"
1125,"[1, 10, 15, 16, 19, 20]"
1126,"[1, 6, 15, 18, 19, 20]"
1127,"[18, 19, 20, 7]"
1128,"[4, 7, 10, 15, 17]"
1129,"[2, 6, 9, 15, 18, 19, 20]"
1130,"[5, 6, 10, 12, 15, 20]"
1131,"[6, 10, 15, 16, 18, 19]"
1132,"[16, 10, 20, 15]"
1133,[7]
1134,[16]
1135,"[10, 15, 16, 18, 20]"
1136,"[11, 20, 7]"
1137,"[2, 7, 9, 10, 15, 18, 19, 20]"
1138,"[3, 10, 15, 18, 20]"
1139,"[6, 9, 15, 18, 19]"
1140,"[6, 9, 10, 15, 16, 18, 19, 20]"
1141,"[6, 7, 9, 10, 18, 19, 20]"
1142,"[6, 7, 10, 12, 15, 16, 19, 20]"
1143,"[18, 10, 12, 15]"
1144,"[4, 8, 10, 15, 17, 19]"
1145,"[7, 10, 14, 18, 19, 20]"
1146,"[7, 9, 10, 12, 15, 20]"
1147,"[1, 6, 9, 10, 16, 19, 20]"
1148,"[16, 1, 10, 9]"
1149,"[9, 10, 15, 16, 18, 19, 20]"
1150,"[2, 6, 9, 15, 19, 20]"
1151,[9]
1152,"[6, 9, 11, 15, 20]"
1153,"[2, 6, 9, 10, 19, 20]"
1154,"[1, 9, 10, 15, 16, 20]"
1155,"[6, 7, 10, 11, 15, 16, 19, 20]"
1156,"[4, 10, 14, 15, 17, 18, 20]"
1157,"[1, 12, 16, 19, 20]"
1158,"[11, 20, 6, 7]"
1159,"[1, 9, 10, 15, 16, 18, 19, 20]"
1160,"[19, 15]"
1161,"[4, 7, 10, 14, 17, 19]"
1162,"[16, 9, 19]"
1163,"[9, 10, 15, 16, 18, 19, 20]"
1164,"[6, 7, 9, 12, 15, 19]"
1165,"[18, 14]"
1166,"[6, 10, 14, 15, 17, 18, 19, 20]"
1167,"[1, 12, 15, 16, 19, 20]"
1168,"[20, 14, 15]"
1169,"[4, 8, 14, 17, 19, 20]"
1170,"[6, 7, 9, 10, 15, 18]"
1171,"[2, 6, 9, 10, 15, 18, 19, 20]"
1172,"[6, 7, 10, 12, 15, 16, 19, 20]"
1173,"[2, 6, 9, 15, 18, 20]"
1174,"[2, 6, 9, 10, 18, 19, 20]"
1175,"[1, 6, 10, 15, 16, 17, 19, 20]"
1176,"[5, 6, 7, 10, 12, 15, 19, 20]"
1177,"[1, 6, 15, 17, 19]"
1178,"[6, 7, 10, 12, 15, 16, 19, 20]"
1179,"[4, 10, 11, 14, 15, 17, 18, 20]"
1180,"[7, 10, 11, 12, 14, 15, 19, 20]"
1181,"[1, 6, 10, 15, 16, 18, 19, 20]"
1182,"[6, 7, 9, 10, 20]"
1183,[15]
1184,"[6, 7, 10, 12, 15, 16, 20]"
1185,"[7, 11, 15, 18, 19, 20]"
1186,"[5, 6, 7, 12, 19, 20]"
1187,"[9, 10, 11, 15, 16, 18, 19, 20]"
1188,"[10, 15, 17, 19, 20]"
1189,"[20, 15]"
1190,"[6, 9, 10, 15, 16, 19]"
1191,"[6, 9, 10, 15, 18, 19, 20]"
1192,"[6, 7, 10, 18, 19, 20]"
1193,"[19, 15]"
1194,"[1, 19, 6, 15]"
1195,"[6, 10, 11, 15, 16, 18, 19, 20]"
1196,"[11, 10, 19, 12]"
1197,"[9, 10, 11, 13, 15, 18, 19, 20]"
1198,"[6, 9, 15, 19, 20]"
1199,"[2, 19, 10, 18]"
1200,"[10, 12]"
1201,[18]
1202,"[6, 9, 10, 12, 16, 19, 20]"
1203,"[1, 6, 10, 12, 15, 16, 19, 20]"
1204,"[6, 9, 10, 15, 16, 18, 19, 20]"
1205,"[6, 10, 11, 15, 16, 19, 20]"
1206,"[4, 8, 14, 19, 20]"
1207,"[9, 18, 15]"
1208,"[6, 10, 15, 16, 17, 20]"
1209,"[6, 9, 15, 18, 19, 20]"
1210,"[6, 12, 16, 19, 20]"
1211,"[1, 6, 7, 10, 16, 20]"
1212,"[19, 11, 20]"
1213,"[10, 19, 12, 5]"
1214,"[6, 7, 9, 10, 20]"
1215,"[2, 6, 9, 10, 19, 20]"
1216,"[15, 16, 17, 18, 19, 20]"
1217,"[10, 14, 15, 17, 18]"
1218,"[8, 19, 20, 14]"
1219,"[7, 9, 10, 12, 15, 18, 19, 20]"
1220,"[1, 6, 7, 10, 15, 16, 19, 20]"
1221,"[7, 8, 14, 15, 17]"
1222,"[6, 7, 15, 19, 20]"
1223,"[19, 10, 18, 20]"
1224,"[10, 12, 15, 16, 19]"
1225,"[6, 8, 15, 17, 19]"
1226,"[1, 6, 9, 10, 15, 16, 19, 20]"
1227,"[5, 6, 7, 12, 19, 20]"
1228,"[19, 11, 14]"
1229,"[2, 6, 9, 10, 15, 19, 20]"
1230,"[1, 7, 10, 14, 15, 17, 19, 20]"
1231,"[9, 18, 19]"
1232,"[8, 10, 11, 14, 15, 17, 19, 20]"
1233,[9]
1234,"[9, 10, 12, 15, 20]"
1235,[2]
1236,"[6, 9, 10, 15, 18, 19]"
1237,"[1, 6, 10, 15, 16, 18, 19, 20]"
1238,"[4, 8, 10, 14, 15, 17, 19, 20]"
1239,"[2, 7, 9, 10, 15, 19]"
1240,"[1, 6, 9, 10, 15, 16, 19, 20]"
1241,"[6, 7, 10, 15, 16, 18, 19, 20]"
1242,"[4, 8, 10, 11, 15, 17, 19]"
1243,"[6, 8, 10, 14, 15, 17, 19, 20]"
1244,"[7, 9, 15, 19, 20]"
1245,"[3, 7, 15, 18, 20]"
1246,"[7, 10, 12, 15, 18, 19, 20]"
1247,"[8, 14, 15, 17, 18, 20]"
1248,"[1, 6, 10, 15, 16, 18, 19, 20]"
1249,"[6, 11, 16, 18, 19, 20]"
1250,"[9, 10, 16, 19, 20]"
1251,"[18, 15]"
1252,"[19, 9, 10, 18]"
1253,"[1, 15]"
1254,"[4, 10, 14, 17, 19, 20]"
1255,"[9, 10, 11, 19, 20]"
