student,exercise
511,"[1, 2, 8, 11, 14, 16, 18, 19, 20]"
512,"[10, 11, 13, 16, 18, 20]"
513,"[2, 3, 5, 10, 15, 16, 18]"
514,"[3, 4, 5, 8, 10, 11, 15, 16, 18, 20]"
515,"[1, 11, 13, 16, 18, 19, 20]"
516,"[1, 6, 7, 8, 9, 12, 15, 16, 18]"
517,"[2, 11, 12, 13, 15, 18, 20]"
518,"[16, 4, 15]"
519,"[1, 5, 9, 11, 14, 15, 16, 17, 18, 20]"
520,"[4, 5, 8, 9, 11, 14, 16, 18, 20]"
521,"[3, 4, 5, 8, 10, 15, 16, 18, 20]"
522,"[1, 3, 4, 5, 8, 15, 18]"
523,"[4, 5, 6, 12, 15, 16, 20]"
524,"[1, 4, 5, 8, 11, 13, 15, 18, 20]"
525,"[16, 11, 20]"
526,"[3, 4, 5, 9, 10, 15, 16, 20]"
527,"[1, 10, 11, 13, 15, 16, 19]"
528,"[5, 6, 7, 8, 12, 15, 16, 18, 19, 20]"
529,"[9, 11, 15]"
530,"[1, 7, 8, 12, 15, 16, 18, 19, 20]"
531,"[1, 6, 7, 12, 15, 16, 17, 18, 20]"
532,"[3, 4, 6, 7, 13, 18]"
533,"[1, 4, 8, 10, 15, 16, 20]"
534,"[1, 3, 6, 7, 11, 15, 18, 20]"
535,[8]
536,"[1, 5, 8, 10, 11, 13, 16, 18, 20]"
537,"[1, 20, 15]"
538,"[1, 3, 8, 9, 10, 15, 16, 18]"
539,"[1, 7, 10, 12, 15, 19, 20]"
540,"[1, 3, 5, 8, 11, 16, 18]"
541,"[16, 5]"
542,"[1, 8, 11, 12, 16]"
543,"[1, 6, 8, 11, 12, 14, 17, 18]"
544,[6]
545,"[17, 18, 1, 15]"
546,"[1, 4, 5, 8, 11, 15, 16, 18, 19, 20]"
547,"[5, 14, 15, 16, 17, 18]"
548,"[1, 4, 5, 8, 14, 15, 16, 17, 18, 20]"
549,"[16, 11, 10, 3]"
550,"[1, 3, 4, 5, 14, 15, 16, 17, 20]"
551,"[8, 1, 5]"
552,"[1, 2, 8, 10, 14, 15, 16, 18, 19, 20]"
553,"[8, 16, 18, 19, 20]"
554,"[5, 6, 8, 12, 15, 18, 19, 20]"
555,"[8, 11, 4, 20]"
556,"[3, 5, 8, 10, 11, 12, 15, 16, 18, 20]"
557,"[1, 8, 10, 11, 14, 16, 17, 18, 20]"
558,"[1, 10, 11, 15, 19, 20]"
559,"[11, 5, 6]"
560,"[1, 3, 5, 8, 10, 15, 18, 19, 20]"
561,"[1, 4, 5, 8, 9]"
562,"[1, 3, 8, 10, 11, 13, 15, 16, 18, 20]"
563,"[8, 10, 11, 14, 15, 16, 18]"
564,"[1, 4, 5, 6, 8, 12, 16, 18, 19, 20]"
565,"[1, 5, 8, 10, 14, 15, 16, 17, 18, 20]"
566,"[6, 8, 11, 12, 16, 18, 20]"
567,"[1, 6, 8, 11, 12, 14, 16, 20]"
568,"[1, 3, 8, 11, 12, 13, 15, 16, 18, 20]"
569,"[3, 4, 5, 6, 7, 12, 15, 16, 18, 20]"
570,"[3, 8, 10, 11, 13, 15, 16, 18, 19]"
571,"[1, 4, 8, 11, 14, 16, 18, 19, 20]"
572,"[1, 4, 5, 9, 15, 16, 18, 20]"
573,"[1, 8, 12, 14, 15, 16, 17, 18, 19]"
574,"[1, 4, 5, 8, 11, 16, 18, 19, 20]"
575,"[5, 8, 10, 11, 13, 16, 20]"
576,"[3, 8, 11, 13, 15, 16, 18, 20]"
577,"[8, 11, 18, 19, 20]"
578,"[16, 19, 20, 5]"
579,"[1, 6, 8, 11, 12, 14, 16, 18, 19, 20]"
580,"[5, 6, 7, 8, 11, 13, 18, 20]"
581,"[1, 3, 9, 11, 15, 16, 18, 20]"
582,"[1, 6, 7, 12, 14, 15, 16, 17, 18, 20]"
583,"[1, 2, 8, 16, 17, 18, 19]"
584,"[1, 4, 5, 8, 10, 16, 18, 20]"
585,"[3, 4, 5, 8, 10, 11, 13, 15, 18, 20]"
586,"[1, 2, 3, 5, 6, 11, 12, 13, 15, 18]"
587,"[1, 8, 14, 15, 17, 18, 19, 20]"
588,"[3, 5, 8, 9, 11, 13, 15, 16, 18, 20]"
589,"[3, 8, 9, 10, 11, 12, 15, 18]"
590,"[5, 8, 9, 10, 11, 12, 15]"
591,"[5, 8, 9, 10, 15, 16, 18, 20]"
592,"[1, 4, 5, 8, 9, 10, 15, 16, 18]"
593,"[1, 3, 10, 11, 15, 20]"
594,"[3, 4, 5, 8, 10, 11, 15, 16, 18, 20]"
595,"[3, 6, 8, 9, 10, 12, 16]"
596,"[1, 3, 5, 8, 10, 11, 15, 18]"
597,"[5, 8, 15, 18, 20]"
598,"[16, 18, 20, 15]"
599,"[1, 3, 4, 5, 6, 7, 8, 12, 18, 20]"
600,"[3, 4, 6, 10, 12, 15, 16, 20]"
601,"[3, 4, 5, 6, 8, 9, 11, 12, 15, 18]"
602,"[1, 3, 5, 11, 15, 16]"
603,"[1, 5, 7, 8, 12, 15, 16, 18, 20]"
604,"[1, 3, 5, 9, 12, 15, 18, 20]"
605,"[5, 6, 8, 9, 11, 12, 16, 18, 20]"
606,"[1, 8, 11, 14, 15, 16, 17, 18, 19]"
607,"[2, 3, 4, 5, 8, 9, 11, 13, 18, 19]"
608,"[1, 3, 4, 15]"
609,"[5, 8, 11, 16, 18, 20]"
610,"[3, 5, 8, 9, 11, 13, 16, 18, 20]"
611,"[1, 5, 11, 16, 17, 18, 20]"
612,"[1, 3, 5, 8, 9, 18]"
613,"[6, 8, 12, 15, 16, 20]"
614,"[3, 4, 5, 8, 9, 10, 11, 15, 18, 20]"
615,"[20, 13]"
616,"[3, 4, 6, 7, 12, 16, 18, 20]"
617,"[1, 3, 4, 5, 9, 10, 15, 16, 18, 20]"
618,"[5, 6, 7, 12, 15, 18]"
619,"[4, 5, 7, 9, 11, 12, 18]"
620,"[3, 4, 5, 8, 9, 10, 16, 18, 20]"
621,"[10, 19]"
622,"[3, 5, 6, 8, 11, 13, 15, 18, 19]"
623,"[1, 3, 6, 11, 12, 13, 15, 16, 20]"
624,"[1, 19, 20, 13]"
625,"[3, 4, 5, 7, 8, 9, 11, 12]"
626,"[3, 5, 8, 9, 16, 18]"
627,"[8, 19]"
628,"[4, 5, 8, 9, 11, 13, 16, 19, 20]"
629,"[1, 4, 8, 11, 13, 16, 18, 20]"
630,"[3, 5, 9, 10, 11, 13, 15, 16, 18, 20]"
631,"[5, 6, 8, 9, 11]"
632,"[3, 8, 11, 16, 18, 20]"
633,"[1, 5, 8, 10, 11, 13, 15, 16, 18, 20]"
634,"[8, 5]"
635,"[2, 4, 5, 6, 8, 12, 16, 18]"
636,"[1, 5, 6, 7, 8, 11, 12, 18, 19]"
637,"[3, 5, 8, 9, 10, 13, 15, 18]"
638,"[1, 4, 5, 8, 11, 15, 18, 19, 20]"
639,"[1, 5, 8, 11, 13, 15, 16, 18]"
640,"[4, 5, 6, 7, 11, 12, 13, 16, 18, 20]"
641,"[16, 18, 13]"
642,"[1, 3, 5, 8, 11, 13, 16, 18, 19, 20]"
643,"[3, 4, 5, 6, 7, 11, 12, 18, 20]"
644,"[4, 5, 6, 8, 11, 12, 13, 18, 20]"
645,"[1, 4, 8, 14, 15, 16, 18, 19, 20]"
646,"[3, 4, 5, 6, 7, 10, 11, 12, 15, 18]"
647,"[3, 4, 5, 6, 7, 8, 10, 12, 15, 18]"
648,"[2, 5, 8, 9, 11, 18, 19, 20]"
649,"[1, 3, 4, 8, 18, 20]"
650,"[5, 8, 18, 19, 20]"
651,"[18, 19, 5]"
652,"[1, 4, 5, 8, 9, 10, 18, 19]"
653,"[8, 11]"
654,"[8, 11, 13, 15, 16, 18, 19, 20]"
655,"[3, 4, 6, 13, 15, 18]"
656,"[3, 4, 6, 8, 9, 11, 12, 18]"
657,"[3, 6, 7, 8, 11, 12, 13, 15, 18, 19]"
658,"[16, 8, 12, 15]"
659,"[2, 3, 6, 7, 11, 12, 13, 19]"
660,"[1, 3, 13, 14, 18]"
661,"[1, 6, 8, 11, 12, 14, 15, 16]"
662,"[1, 8, 12, 14, 15, 17, 18, 20]"
663,"[1, 11, 12, 15, 18, 20]"
664,"[1, 11, 13, 14, 15]"
665,"[11, 14, 15, 16, 17, 20]"
666,"[3, 6, 8, 11, 12, 13, 15, 16, 18, 20]"
667,"[6, 7, 8, 11, 12, 19, 20]"
668,"[6, 7, 9, 11, 12]"
669,"[16, 12, 20]"
670,"[16, 15]"
671,"[2, 8, 14, 15, 16, 17, 18, 19, 20]"
672,"[6, 7, 8, 11, 12, 13, 16, 18, 19, 20]"
673,"[1, 5, 8, 15, 16, 18, 19, 20]"
674,"[1, 8, 10, 11, 15, 16, 18, 20]"
675,"[18, 19, 5]"
676,"[3, 8, 10, 11, 12, 16, 20]"
677,"[1, 2, 8, 12, 14, 15, 16, 17, 18, 20]"
678,"[9, 10, 11, 13, 16, 20]"
679,"[1, 5, 8, 9, 11, 15, 16, 18, 20]"
680,"[2, 6, 7, 8, 9, 11, 12, 13, 18]"
681,"[6, 8, 11, 12, 15, 16, 18, 19]"
682,"[4, 5, 11, 18, 19, 20]"
683,[6]
684,"[2, 3, 4, 5, 6, 8, 12, 18, 19, 20]"
685,"[1, 5, 8, 9, 11, 15, 16, 18, 19, 20]"
686,[13]
687,"[1, 2, 5, 8, 11, 15, 16, 18, 19, 20]"
688,"[6, 9, 11, 12, 13, 15, 16, 18, 20]"
689,"[1, 6, 13, 14, 16, 19, 20]"
690,"[3, 4, 5, 8, 9, 11, 13, 16, 18, 20]"
691,"[2, 11, 14, 16, 18, 19, 20]"
692,"[2, 6, 11, 12, 16, 18, 19, 20]"
693,"[5, 6, 8, 11, 12, 18]"
694,"[2, 6, 7, 8, 9, 10, 11, 12, 15, 20]"
695,"[16, 11, 4, 5]"
696,"[3, 8, 10, 11, 15, 18, 20]"
697,"[3, 5, 6, 8, 9, 11, 12, 13, 18]"
698,"[6, 7, 8, 11, 13, 15, 19, 20]"
699,"[2, 8, 11, 12, 16, 18, 19, 20]"
700,"[1, 6, 8, 12, 14, 15, 16, 17, 18, 20]"
701,"[8, 12, 14, 15, 16, 18, 19, 20]"
702,"[1, 2, 8, 10, 12, 15, 16, 18, 19, 20]"
703,"[2, 6, 8, 10, 18, 19]"
704,"[1, 10, 18, 12]"
705,"[6, 11, 12, 15, 16, 18, 19]"
706,"[1, 3, 5, 8, 11, 13, 17, 18, 19]"
707,"[1, 2, 3, 8, 11, 15, 18, 19]"
708,"[6, 8, 11, 12, 15, 16, 19]"
709,"[1, 2, 4, 5, 8, 11, 13, 16, 18, 20]"
710,"[1, 5, 13, 15, 16, 18, 19]"
711,"[6, 8, 10, 11, 12, 15, 16, 20]"
712,"[1, 8, 13, 15, 18]"
713,"[1, 8, 16, 18, 20]"
714,"[1, 11, 20]"
715,"[1, 6, 8, 11, 12, 13, 14, 17, 18]"
716,"[8, 12]"
717,"[1, 6, 8, 12, 19, 20]"
718,"[1, 5, 11, 15, 16, 18, 20]"
719,"[1, 5, 8, 10, 11, 15, 16, 18, 19, 20]"
720,"[3, 10, 11, 15, 16, 19, 20]"
721,"[3, 5, 8, 10, 11, 15, 16, 18]"
722,"[8, 9, 10, 15, 16]"
723,"[6, 8, 11, 12, 13, 16, 19]"
724,"[5, 8, 9, 11, 13, 16, 18, 20]"
725,"[3, 6, 11, 12, 13, 15, 16, 18, 20]"
726,"[18, 19, 20, 14]"
727,"[3, 4, 5, 6, 8, 11, 20]"
728,"[1, 4, 5, 8, 10, 11, 15, 16]"
729,[5]
730,"[3, 5, 6, 7, 8, 9, 10, 12, 15, 18]"
731,"[10, 18, 4]"
732,"[3, 19]"
733,"[16, 11, 12, 13]"
734,"[6, 7, 11, 12, 15, 16, 18, 20]"
735,"[3, 4, 5, 8, 11, 15, 16, 18]"
736,"[3, 5, 6, 7, 8, 9, 12, 16, 18, 20]"
737,"[3, 5, 8, 12, 18, 20]"
738,"[1, 6, 8, 12, 15, 18, 19]"
739,"[2, 3, 4, 5, 6, 8, 11, 12, 18, 19]"
740,"[1, 6, 8, 11, 12, 13, 15, 16, 19, 20]"
741,"[3, 8, 9, 11, 15, 16, 18, 20]"
742,"[5, 10, 18, 19, 20]"
743,"[3, 4, 5, 8, 9, 15, 16, 18, 20]"
744,"[1, 3, 4, 8, 10, 15]"
745,"[1, 6, 8, 12, 15, 17, 18, 19]"
746,"[5, 6, 8, 9, 11, 12, 13, 16, 18, 20]"
747,"[1, 6, 8, 10, 12, 15, 16, 18, 20]"
748,"[5, 8, 9, 13, 15, 16, 20]"
749,"[1, 7, 8, 11, 12, 13, 16, 19, 20]"
750,"[6, 10, 11, 15, 16, 19, 20]"
751,"[3, 5, 6, 8, 10, 12, 15, 18, 19]"
752,"[1, 11, 13, 14, 16, 17, 18, 19]"
753,"[2, 8, 9, 11, 13, 15, 16, 18, 19, 20]"
754,"[3, 5, 7, 8, 12, 15, 16]"
755,"[1, 8, 10, 15, 16, 17, 18, 19, 20]"
756,"[1, 6, 8, 11, 12, 14, 16, 18, 19, 20]"
757,"[1, 3, 4, 5, 8, 14, 18, 19, 20]"
758,"[8, 5]"
759,"[1, 5, 8, 15, 18, 20]"
760,"[1, 5, 8, 9, 10, 11, 15, 16, 18, 20]"
761,"[1, 8, 10, 12, 15, 16, 19]"
762,"[1, 5, 7, 9, 11, 12, 18, 20]"
763,"[4, 5, 6, 12, 15, 18, 19]"
764,"[1, 3, 10, 11, 13, 15, 20]"
765,"[3, 6, 8, 10, 12, 15, 16, 18, 20]"
766,"[3, 5, 9, 10, 13, 15, 16, 18, 20]"
767,"[3, 5, 8, 10, 12, 15, 16, 18, 20]"
768,"[18, 2, 12, 7]"
769,"[1, 6, 8, 11, 12, 13, 16, 19, 20]"
770,"[3, 5, 6, 10, 11, 18]"
771,[18]
772,"[1, 3, 6, 8, 10, 11, 12, 15, 18]"
773,"[1, 3, 5, 8, 10, 15, 16, 18]"
774,"[3, 4, 5, 6, 8, 12, 16, 18, 19, 20]"
775,"[1, 2, 4, 8, 11, 16]"
776,"[1, 3, 4, 5, 8, 10, 15, 16, 18, 20]"
777,"[1, 3, 6, 7, 12, 15, 16, 18, 20]"
778,"[3, 9, 10, 11, 15, 16, 18, 20]"
779,"[3, 5, 9, 11, 13, 15, 16, 18]"
780,"[3, 5, 6, 8, 9, 12, 15, 16, 18, 20]"
781,"[5, 6, 8, 9, 11, 12, 13, 20]"
782,"[8, 9, 12, 15, 16, 20]"
783,"[1, 4, 5, 10, 15, 16, 18, 19, 20]"
784,"[1, 12, 14, 17]"
785,"[3, 4, 5, 8, 10, 15, 16, 18, 20]"
786,"[1, 5, 8, 11, 15, 16, 18, 20]"
787,"[1, 5, 8, 9, 11, 15, 19, 20]"
788,"[2, 3, 9, 16, 18, 19]"
789,"[1, 2, 4, 5, 11, 13, 16, 20]"
790,"[3, 5, 6, 8, 10, 12, 15, 16, 18, 20]"
791,"[3, 5, 8, 9, 16, 18, 20]"
792,"[5, 6, 8, 9, 11, 12, 13, 16, 18, 20]"
793,"[6, 7, 12, 13, 16, 18, 20]"
794,"[1, 3, 4, 8, 10, 15, 16, 18, 20]"
795,"[2, 3, 8, 18, 19]"
796,"[5, 6, 7, 8, 10, 12, 15, 16, 18, 20]"
797,"[1, 2, 3, 8, 10, 11, 15, 16, 18, 20]"
798,"[3, 4, 5, 6, 9, 12, 15, 16, 18, 20]"
799,"[3, 4, 5, 8, 10, 11, 15, 16, 18, 20]"
800,"[1, 8, 11, 13, 14, 16, 17, 18, 19, 20]"
801,"[4, 5, 9, 14, 15, 17, 18, 20]"
802,"[3, 4, 5, 8, 10, 11, 15, 16, 18, 20]"
803,"[1, 2, 4, 5, 14, 16, 17, 18, 20]"
804,"[3, 4, 5, 8, 10, 11, 15, 16, 18, 20]"
805,"[1, 5, 8, 9, 10, 11, 13, 16, 20]"
806,"[1, 8, 11, 16, 20]"
807,[13]
808,"[5, 6, 8, 9, 12, 16, 18]"
809,"[1, 8, 11, 13, 14, 15, 16, 17, 18, 20]"
810,"[3, 5, 8, 12, 16, 18]"
811,"[1, 3, 8, 9, 10, 11, 16, 20]"
812,"[3, 4, 5, 8, 10, 15, 16, 18, 19, 20]"
813,"[1, 5, 8, 10, 18]"
814,"[2, 5, 8, 16, 19, 20]"
815,"[8, 11, 13, 14, 16, 17, 19]"
816,"[5, 8, 12, 15, 19, 20]"
817,"[9, 10, 11, 15, 16, 18, 20]"
818,"[1, 8, 10, 11, 13, 15, 16, 18, 20]"
819,"[6, 8, 9, 15, 16, 19]"
820,"[4, 5, 9, 16, 20]"
821,"[1, 4, 5, 6, 8, 12, 16, 18, 19, 20]"
822,[5]
823,"[4, 5, 8, 10, 11, 15, 18]"
824,"[3, 8, 9, 10, 11, 15, 18, 20]"
825,"[1, 4, 5, 8, 9, 16, 18, 20]"
826,"[3, 10, 11, 16, 19]"
827,"[6, 7, 8, 15, 16, 18, 19, 20]"
828,"[5, 6, 8, 11, 12, 13, 15, 16, 18, 20]"
829,"[2, 9, 12, 15, 16, 18, 19]"
830,"[8, 10, 11, 14, 15, 18, 19, 20]"
831,"[1, 2, 8, 11, 13, 15, 18]"
832,"[1, 6, 12, 14, 15, 18]"
833,"[8, 15, 16, 18, 20]"
834,"[3, 5, 8, 11, 13, 16, 18]"
835,"[3, 5, 6, 8, 12, 18, 20]"
836,"[17, 20, 15]"
837,"[1, 6, 8, 10, 12, 15, 16, 18, 20]"
838,"[3, 5, 6, 8, 9, 12, 15, 16, 18, 20]"
839,"[6, 8, 10, 11, 12, 13, 15, 19, 20]"
840,"[3, 4, 5, 10, 12, 15, 16, 18, 20]"
841,"[3, 10, 11, 15, 18]"
842,"[6, 8, 12, 16, 18]"
843,"[1, 6, 7, 8, 9, 11, 18, 20]"
844,"[8, 17, 20]"
845,"[1, 3, 8, 9, 13, 15, 16, 18, 20]"
846,"[1, 10, 14, 16, 17, 20]"
847,"[3, 4, 5, 6, 7, 8, 10, 12, 15, 18]"
848,"[1, 4, 10, 15, 18, 19, 20]"
849,"[1, 5, 8, 14, 15, 17, 18, 20]"
850,"[1, 8, 11, 13, 14, 16, 18, 20]"
851,"[3, 5, 6, 8, 9, 10, 11, 12, 15, 18]"
852,"[3, 4, 5, 8, 9, 10, 15, 18, 20]"
853,"[8, 12, 13, 15, 20]"
854,"[1, 5, 6, 10, 12, 17]"
855,"[4, 5, 8, 13, 19, 20]"
856,"[3, 5, 8, 9, 10, 12, 15, 16, 18, 20]"
857,"[8, 9, 11, 12, 13, 18, 20]"
858,"[6, 8, 11, 12, 14, 16, 17, 18, 20]"
859,"[2, 3, 8, 10, 11, 13, 15, 16]"
860,"[5, 6, 11, 12, 15, 16, 18, 20]"
861,"[3, 4, 5, 15]"
862,"[3, 5, 6, 7, 9, 18, 20]"
863,"[1, 5, 8, 14, 15, 16, 17, 18, 19]"
864,"[1, 2, 5, 8, 10, 11, 15, 16, 20]"
865,"[8, 12, 20, 5]"
866,"[18, 11, 12, 6]"
867,"[19, 12, 5, 15]"
868,"[8, 11, 12, 15, 19, 20]"
869,"[1, 5, 6, 8, 12, 15, 18, 20]"
870,"[1, 6, 12, 15, 18, 20]"
871,"[18, 20, 12, 6]"
872,"[2, 3, 6, 8, 12, 15, 16, 18, 19, 20]"
873,"[1, 5, 8, 9, 10, 11, 15, 16, 20]"
874,"[16, 1, 4]"
875,"[18, 20, 13, 14]"
876,"[3, 4, 5, 8, 11, 18, 20]"
877,"[8, 9, 11, 13, 15, 16, 20]"
878,"[1, 3, 4, 5, 8, 18]"
879,"[1, 8, 12, 16, 17, 18, 20]"
880,"[3, 4, 5, 8, 9, 11, 15, 16, 18]"
881,"[5, 8, 11, 13, 16, 19]"
882,"[3, 6, 11, 12, 16, 18]"
883,"[1, 3, 5, 8, 10, 11, 15, 16, 20]"
884,"[10, 14, 15, 16, 17, 18, 20]"
885,"[3, 5, 10, 11, 18]"
886,"[8, 10, 11, 12, 13, 15, 16, 18, 20]"
887,"[2, 5, 8, 13, 15, 18, 19]"
888,"[1, 2, 11, 12, 13, 14, 17, 18]"
889,"[2, 5, 8, 9, 11, 15, 16, 18, 19, 20]"
890,"[3, 5, 6, 8, 11, 18]"
891,"[1, 6, 8, 10, 11, 12, 15, 16, 18, 20]"
892,"[2, 5, 6, 8, 11, 12, 13, 16, 18, 20]"
893,"[1, 2, 11, 13, 15, 16, 18, 19, 20]"
894,"[1, 5, 6, 12, 15, 16, 18, 20]"
895,"[5, 7, 10, 12, 15, 16, 20]"
896,"[16, 18, 11, 20]"
897,"[2, 4, 5, 6, 8, 12, 16, 19, 20]"
898,"[9, 18, 5, 1]"
899,"[13, 15, 5, 7]"
900,"[1, 2, 3, 4, 5, 8, 11, 18, 20]"
901,"[2, 4, 6, 7, 8, 9, 12, 18]"
902,"[3, 5, 8, 9, 11, 13, 15, 16, 18, 20]"
903,"[2, 3, 4, 5, 6, 7, 9, 12, 15, 18]"
904,"[2, 3, 11, 13, 16, 18, 19, 20]"
905,"[1, 3, 11, 12, 16, 18, 20]"
906,"[3, 4, 5, 6, 7, 8, 11, 12, 18]"
907,"[1, 5, 11, 15, 16, 17, 18, 20]"
908,"[1, 6, 8, 9, 10, 11, 12, 13, 19]"
909,"[1, 8, 9, 10, 11, 13, 15, 16, 18, 20]"
910,"[2, 3, 6, 7, 8, 9, 11, 12, 13, 15]"
911,"[4, 5, 6, 11, 12, 13, 15, 18, 20]"
912,"[1, 5, 8, 10, 11, 15, 16, 18, 19, 20]"
913,"[3, 6, 8, 11, 12, 15, 18, 19, 20]"
914,"[2, 8, 11, 12, 16, 20]"
915,"[3, 6, 8, 11, 12, 13, 15, 20]"
916,"[1, 5, 10, 15, 16, 20]"
917,"[2, 8, 11, 13, 15, 16, 18, 20]"
918,"[1, 3, 5, 8, 9, 11, 12, 15, 18]"
919,"[6, 7, 11, 18, 20]"
920,"[3, 6, 7, 8, 11, 12]"
921,"[3, 5, 8, 10, 11, 13, 15, 16, 18, 20]"
922,"[10, 5, 14, 15]"
923,"[1, 6, 7, 8, 12, 16, 18, 19, 20]"
924,"[3, 4, 5, 6, 8, 12, 15, 16, 18, 20]"
925,"[4, 5, 9, 10, 11, 15, 18, 20]"
926,"[9, 11, 12, 6]"
927,"[5, 9, 10, 11, 13, 15, 16, 18, 20]"
928,"[4, 5, 9, 11, 16, 20]"
929,"[9, 11, 12, 6]"
930,"[3, 4, 5, 8, 9, 10, 15, 16]"
931,"[5, 6, 9, 12, 13, 18, 20]"
932,"[8, 2, 11]"
933,"[2, 6, 8, 10, 12, 16, 19, 20]"
934,"[1, 3, 8, 10, 11, 15, 16, 18, 19, 20]"
935,"[1, 2, 5, 8, 11, 15, 16, 19]"
936,"[5, 8, 9, 10, 11, 15, 16, 18, 20]"
937,"[2, 3, 15, 19, 20]"
938,"[1, 5, 10, 11, 16, 17, 18, 20]"
939,"[18, 19, 5, 7]"
940,"[4, 5, 6, 7, 8, 10, 12, 15, 18]"
941,"[1, 4, 5, 10, 11, 16, 18]"
942,"[3, 5, 6, 7, 8, 9, 11, 12, 18, 20]"
943,"[3, 5, 6, 8, 12, 18]"
944,"[1, 5, 8, 11, 13, 15, 16, 18, 19, 20]"
945,"[2, 3, 4, 5, 8, 10, 15, 16, 18, 20]"
946,"[1, 5, 8, 10, 15]"
947,"[3, 6, 9, 12, 15, 18]"
948,"[18, 20, 6]"
949,"[2, 6, 8, 9, 11, 12, 13, 18, 19]"
950,"[16, 5, 20, 12]"
951,"[6, 7, 8, 11, 12, 16, 20]"
952,"[2, 3, 8, 9, 11, 16, 18, 19]"
953,"[1, 3, 8, 10, 11, 15, 16, 18, 19, 20]"
954,"[8, 12, 15, 18, 20]"
955,"[5, 6, 8, 11, 12, 16, 18]"
956,"[1, 3, 5, 8, 10, 11, 15, 16, 18, 20]"
957,"[1, 5, 6, 8, 10, 12, 15, 18, 20]"
958,"[16, 9]"
959,"[13, 11, 5]"
960,"[8, 16, 11, 12]"
961,"[1, 11, 14, 15, 20]"
962,"[1, 4, 5, 8, 11, 14, 16, 18, 19]"
963,"[1, 4, 5, 8, 9, 11, 16, 18, 20]"
964,"[1, 5, 8, 10, 11, 15, 16, 18, 20]"
965,"[8, 20, 5, 7]"
966,"[2, 5, 8, 9, 11, 13, 16, 18, 19, 20]"
967,"[1, 4, 5, 9, 11, 13, 15, 16, 18, 20]"
968,"[1, 4, 5, 8, 11, 15, 16, 18]"
969,"[1, 5, 8, 9, 11, 15, 16, 18, 19, 20]"
970,[18]
971,"[1, 3, 4, 8, 9, 16, 20]"
972,"[6, 7, 8, 11, 12, 13, 16, 18, 19]"
973,"[4, 6, 8, 9, 11, 13, 16, 18, 20]"
974,"[5, 6, 7, 12, 15, 20]"
975,"[9, 18, 12, 6]"
976,"[5, 8, 10, 11, 15, 18, 20]"
977,"[16, 18, 11, 20]"
978,"[1, 12, 13, 16, 18, 20]"
979,"[1, 8, 9, 11, 15, 16, 18, 20]"
980,"[4, 3, 12, 5]"
981,"[3, 4, 5, 6, 8, 12, 15, 16, 18, 20]"
982,"[8, 9, 15, 16, 18]"
983,"[3, 8, 10, 11, 13, 15, 16, 18, 19, 20]"
984,"[5, 11, 12, 15, 16, 18, 20]"
985,"[3, 6, 8, 10, 11, 12, 15, 18, 19]"
986,"[8, 20]"
987,"[5, 6, 8, 11, 12, 13, 15, 16, 18, 20]"
988,"[3, 8, 10, 16, 20]"
989,[14]
990,"[1, 6, 8, 11, 12, 15, 18, 19]"
991,"[2, 3, 5, 8, 16, 18, 19]"
992,"[1, 3, 4, 5, 8, 9, 10, 15, 18]"
993,"[1, 3, 5, 10, 15, 18, 20]"
994,"[3, 6, 8, 10, 12, 15]"
995,"[5, 8, 10, 11, 15, 18, 19]"
996,"[1, 5, 10, 11, 16, 19, 20]"
997,"[1, 4, 5, 8, 11, 15, 16, 18, 20]"
998,"[1, 6, 7, 8, 11, 12, 13, 18, 19]"
999,"[1, 3, 5, 6, 7, 8, 9, 12, 15, 18]"
1000,"[1, 6, 9, 10, 12, 15, 16, 20]"
1001,"[2, 5, 6, 7, 11, 15, 16, 18, 20]"
1002,"[8, 16, 3]"
1003,"[1, 5, 8, 11, 13, 15, 16, 18]"
1004,"[5, 6, 8, 11, 12, 13, 16, 18, 20]"
1005,"[2, 6, 8, 10, 11, 12, 15, 16, 18, 20]"
1006,"[1, 3, 5, 8, 10, 11, 15, 16, 18, 20]"
1007,"[1, 3, 8, 14, 16]"
1008,"[1, 4, 8, 11, 15, 18]"
1009,"[5, 7, 8, 11, 12, 18, 19, 20]"
1010,"[5, 6, 8, 12, 16, 19]"
1011,"[2, 6, 8, 11, 12, 13, 16, 18, 19, 20]"
1012,"[3, 5, 6, 8, 9, 12, 15, 16, 18, 20]"
1013,"[1, 6, 7, 8, 15, 16]"
1014,"[1, 3, 4, 8, 11, 18, 19, 20]"
1015,"[1, 3, 5, 8, 10, 11, 16, 18, 20]"
1016,"[3, 4, 5, 8, 9, 11, 13, 16, 18, 20]"
1017,"[10, 12]"
1018,"[1, 4, 5, 8, 11, 15, 16, 18, 19, 20]"
1019,"[1, 3, 11, 14, 15, 16, 18]"
1020,"[4, 5, 12, 15, 18]"
1021,"[1, 6, 8, 13, 16, 18, 20]"
1022,[20]
1023,"[10, 18]"
1024,"[4, 5, 8, 10, 12, 18]"
1025,"[5, 6, 11, 15, 20]"
1026,"[3, 5, 6, 7, 12, 15, 18]"
1027,"[3, 6, 7, 12, 15, 16, 18, 20]"
1028,"[8, 18, 12, 7]"
1029,"[1, 4, 5, 8, 9, 11, 16, 18, 20]"
1030,"[8, 11, 12, 13, 15, 16, 18, 19]"
1031,"[1, 5, 11, 14, 16, 17, 20]"
